Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Aberdeen Angus,2.9,Female,480.8,Lameness,Fever,Weakness,Fever,7 hours,Yes,No,No,No,Yes,Yes,Yes,No,Yes,39.6°C,69,Foot and Mouth Disease
Dog,Dalmatian,3.7,Female,21.3,Lethargy,Lameness,Fever,Fever,11 days,No,No,No,No,No,Yes,No,No,No,38.1°C,69,Lyme Disease
Cow,Angus,0.8,Male,487.7,Fever,Nasal Discharge,Diarrhea,Anorexia,7 days,Yes,No,No,No,No,No,No,No,Yes,40.3°C,130,Bovine Viral Diarrhea
Cow,Belted Galloway,11.1,Male,524.1,Skin Lesions,Vomiting,Nasal Discharge,Anorexia,1 days,Yes,No,No,No,No,Yes,No,No,No,39.7°C,76,Foot and Mouth Disease
Dog,Corgi,1.2,Female,7.4,Coughing,Fever,Nasal Discharge,Eye_Discharge,6 days,Yes,Yes,No,No,Yes,No,No,Yes,Yes,39.7°C,87,Canine Distemper
Cow,Hereford,7.3,Female,655.4,Labored Breathing,Skin Lesions,Coughing,Lameness,9 days,Yes,No,No,No,No,Yes,Yes,No,No,40.1°C,71,Foot and Mouth Disease
Dog,Golden Retriever,2.4,Female,29.1,Weakness,Vomiting,Fever,Labored Breathing,3 weeks,No,Yes,No,Yes,No,No,No,Yes,Yes,38.1°C,91,Kennel Cough
Dog,Doberman Pinscher,0.7,Female,17.6,Lameness,Labored Breathing,Eye Discharge,Fever,14 days,Yes,No,No,No,No,No,No,No,No,38.5°C,150,Lyme Disease
Cow,Shorthorn,9.6,Female,500.4,Labored Breathing,Dehydration,Fever,Anorexia,2 days,Yes,No,Yes,Yes,No,No,No,Yes,No,39.8°C,64,Bovine Viral Diarrhea
Dog,Labrador,0.8,Female,31.6,Fever,Vomiting,Vomiting,Weakness,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,136,Parvovirus
Cow,Charolais,7.6,Male,539.5,Weight Loss,Anemia,Coughing,Nasal Discharge,8 days,No,No,Yes,No,No,No,No,No,No,38.8°C,53,Parasitic Infection
Dog,Husky,4.1,Male,26.3,Anorexia,Appetite Loss,Vomiting,Diarrhea,11 days,Yes,Yes,Yes,No,No,No,No,No,No,38.2°C,121,Gastroenteritis
Cow,Ayrshire,1.4,Female,463.8,Coughing,Nasal Discharge,Lameness,Anorexia,13 days,Yes,No,No,No,No,Yes,Yes,Yes,No,40.1°C,59,Foot and Mouth Disease
Dog,Dachshund,3.3,Female,17.9,Dehydration,Vomiting,Fever,Eye_Discharge,2 days,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,39.3°C,123,Canine Distemper
Dog,Corgi,1,Male,11.2,Eye Discharge,Vomiting,Labored Breathing,Skin Lesions,13 days,Yes,No,Yes,No,No,No,No,No,No,38.3°C,77,Parvovirus
Cow,Brahman,6,Female,774.4,Nasal Discharge,Respiratory Signs,Skin Lesions,Diarrhea,4 days,Yes,Yes,Yes,Yes,No,No,No,No,No,38.7°C,61,Bovine Viral Diarrhea
Dog,Labrador Retriever,9.1,Male,25.8,Lameness,Eye_Discharge,Labored Breathing,Nasal Discharge,10 days,No,No,No,Yes,No,No,No,No,No,38.4°C,86,Kennel Cough
Dog,Beagle,5,Female,8.3,Lethargy,Nasal Discharge,Eye Discharge,Diarrhea,6 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,125,Gastroenteritis
Dog,Corgi,10.1,Female,8.4,Coughing,Labored Breathing,Lameness,Anorexia,10 days,Yes,No,No,No,No,Yes,No,No,No,38.6°C,122,Lyme Disease
Cow,Shorthorn,10.7,Female,523.6,Nasal Discharge,Fever,Vomiting,Weakness,8 days,Yes,No,No,No,No,No,Yes,No,No,39.0°C,70,Mastitis
Cow,Dexter,9.2,Female,442,Diarrhea,Vomiting,Lameness,Skin Lesions,11 days,Yes,No,No,No,No,Yes,No,No,No,40.5°C,58,Foot and Mouth Disease
Dog,Chihuahua,10,Female,3.9,Eye Discharge,Fever,Vomiting,Diarrhea,2 days,Yes,No,No,No,No,Yes,No,No,No,38.8°C,82,Lyme Disease
Dog,Golden Retriever,0.4,Female,38.9,Dehydration,Skin Lesions,Diarrhea,Anorexia,8 weeks,Yes,Yes,No,No,No,No,No,No,No,39.6°C,159,Gastroenteritis
Dog,Labrador Retriever,9.4,Female,31.2,Eye Discharge,Diarrhea,Dehydration,Nasal Discharge,7 days,No,No,Yes,No,No,No,No,No,No,37.9°C,63,Gastroenteritis
Dog,Bulldog,2.7,Female,12.4,Diarrhea,Weakness,Coughing,Nasal_Discharge,6 days,Yes,No,No,Yes,No,No,No,No,Yes,38.9°C,111,Kennel Cough
Dog,Siberian Husky,7.1,Male,34.3,Loss of Appetite,Fever,Fever,Skin Lesions,11 days,Yes,No,No,No,No,No,No,No,No,39.3°C,80,Lyme Disease
Cow,Dexter,6.5,Female,544.1,Diarrhea,Nasal Discharge,Weight Loss,Coughing,10 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,80,Parasitic Infection
Cow,Angus,1.9,Male,381.4,Vomiting,Eye Discharge,Fever,Dehydration,1 days,Yes,No,No,No,No,Yes,Yes,No,No,39.2°C,69,Foot and Mouth Disease
Cow,Guernsey,6.6,Female,450.6,Lameness,Fever,Skin Lesions,Eye Discharge,8 days,No,No,No,No,No,Yes,Yes,No,No,40.1°C,48,Foot and Mouth Disease
Dog,Cocker Spaniel,6.9,Female,18.5,Labored Breathing,Nasal Discharge,Skin Lesions,Dehydration,1 weeks,Yes,No,Yes,No,No,No,No,No,No,38.4°C,117,Gastroenteritis
Cow,Red Poll,3.5,Male,590,Anorexia,Dehydration,Lameness,Skin Lesions,3 weeks,Yes,No,No,No,No,Yes,Yes,No,No,39.1°C,68,Foot and Mouth Disease
Dog,Labrador Retriever,6.5,Female,29.6,Lethargy,Lameness,Fever,Coughing,2 days,Yes,No,No,No,No,Yes,No,No,No,38.4°C,77,Lyme Disease
Cow,Guernsey,0.5,Female,504.9,Labored Breathing,Anorexia,Coughing,Vomiting,10 days,No,No,Yes,No,No,No,No,No,No,38.3°C,133,Parasitic Infection
Cow,Guernsey,1.1,Female,603.2,Anorexia,Coughing,Labored Breathing,Nasal Discharge,6 days,Yes,No,No,Yes,No,No,Yes,No,No,39.1°C,51,Foot and Mouth Disease
Dog,Chihuahua,5.4,Female,2.6,Weakness,Eye Discharge,Nasal_Discharge,Fever,9 days,Yes,Yes,No,Yes,Yes,No,No,Yes,No,39.1°C,89,Canine Distemper
Dog,Bulldog,9.8,Male,9.6,Fever,Diarrhea,Lameness,Loss of Appetite,5 days,Yes,No,No,No,No,Yes,No,No,No,39.4°C,95,Lyme Disease
Cow,Simmental,5.8,Female,479.5,Labored Breathing,Vomiting,Eye Discharge,Weakness,7 days,No,No,No,Yes,Yes,No,No,Yes,No,40.5°C,82,Respiratory Disease
Dog,Poodle,3.2,Male,31.2,Appetite Loss,Lethargy,Vomiting,Skin Lesions,14 days,No,Yes,Yes,No,No,No,No,No,No,38.1°C,118,Gastroenteritis
Dog,Chihuahua,0.5,Female,4.4,Dehydration,Coughing,Diarrhea,Labored Breathing,7 days,Yes,Yes,Yes,Yes,No,No,No,Yes,No,39.3°C,143,Parvovirus
Cow,Angus,7.8,Male,472.4,Diarrhea,Nasal Discharge,Skin Lesions,Fever,1 days,Yes,No,No,No,No,Yes,Yes,No,No,40.6°C,57,Foot and Mouth Disease
Dog,Boxer,2.6,Female,34.7,Labored Breathing,Lameness,Fever,Skin Lesions,11 days,Yes,No,No,Yes,No,No,No,No,No,38.1°C,104,Kennel Cough
Dog,Labrador,6.1,Female,29.6,Lameness,Diarrhea,Labored Breathing,Weakness,13 days,No,No,No,Yes,No,No,No,Yes,No,39.1°C,126,Kennel Cough
Cow,Belted Galloway,4.2,Male,678.5,Anorexia,Vomiting,Weakness,Fever,6 days,Yes,No,Yes,No,No,No,No,Yes,Yes,39.8°C,63,Bovine Viral Diarrhea
Dog,Yorkshire Terrier,7.5,Female,7.7,Nasal_Discharge,Diarrhea,Fever,Anorexia,14 days,No,No,No,Yes,Yes,No,No,No,Yes,38.7°C,104,Kennel Cough
Dog,Siberian Husky,11.3,Female,25.7,Skin Lesions,Nasal Discharge,Anorexia,Coughing,12 days,Yes,No,No,No,No,No,No,No,No,39.1°C,97,Lyme Disease
Dog,Rottweiler,10.1,Female,75.4,Nasal Discharge,Lethargy,Labored Breathing,Fever,19 hours,Yes,No,No,No,No,Yes,No,No,No,39.3°C,101,Lyme Disease
Cow,Red Poll,7.4,Male,531.1,Lameness,Anorexia,Fever,Eye Discharge,8 days,No,No,No,No,No,Yes,No,No,No,39.4°C,64,Mastitis
Dog,Doberman Pinscher,2.4,Female,16.2,Diarrhea,Dehydration,Lameness,Eye_Discharge,4 days,Yes,No,Yes,Yes,No,No,No,Yes,No,39.0°C,108,Canine Distemper
Cow,Angus,2.1,Male,670.1,Labored Breathing,Coughing,Dehydration,Reduced Appetite,3 weeks,No,No,No,No,No,No,No,No,No,39.1°C,49,Mastitis
Cow,Holstein,1.7,Female,484.9,Fever,Skin Lesions,Coughing,Fever,14 days,Yes,No,No,No,No,Yes,Yes,No,No,39.8°C,66,Foot and Mouth Disease
Dog,Bulldog,5.5,Male,13,Diarrhea,Fever,Dehydration,Labored Breathing,19 hours,Yes,No,No,Yes,Yes,No,No,Yes,No,38.6°C,113,Kennel Cough
Cow,Hereford,7.4,Male,769.4,Rumen Issues,Dehydration,Nasal Discharge,Weakness,16 hours,Yes,No,No,No,No,Yes,Yes,No,No,39.0°C,73,Foot and Mouth Disease
Dog,German Shepherd,3.4,Female,22.3,Weakness,Fever,Appetite Loss,Labored Breathing,5 days,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,71,Gastroenteritis
Cow,Red Poll,3.8,Male,565.2,Skin Lesions,Lameness,Anorexia,Fever,5 days,Yes,No,Yes,No,No,Yes,Yes,No,No,40.6°C,66,Foot and Mouth Disease
Dog,Chihuahua,6.6,Male,5,Coughing,Vomiting,Coughing,Lameness,3 days,Yes,No,No,No,No,No,No,No,Yes,38.8°C,119,Canine Distemper
Dog,Golden Retriever,8.1,Male,28.3,Fever,Weakness,Labored Breathing,Nasal_Discharge,3 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,38.3°C,118,Kennel Cough
Dog,Beagle,3.1,Female,4.6,Vomiting,Diarrhea,Weakness,Fever,10 days,Yes,No,No,Yes,No,No,No,Yes,No,38.4°C,66,Kennel Cough
Dog,Doberman Pinscher,3.2,Male,8.2,Vomiting,Skin Lesions,Diarrhea,Lameness,14 days,No,No,No,No,No,Yes,No,No,No,38.5°C,88,Lyme Disease
Dog,Cocker Spaniel,1.9,Female,19.3,Lameness,Vomiting,Eye Discharge,Fever,6 days,No,No,No,Yes,Yes,No,No,Yes,No,39.4°C,61,Kennel Cough
Cow,Aberdeen Angus,3.1,Female,522.8,Coughing,Vomiting,Lameness,Labored Breathing,13 days,Yes,No,No,No,No,No,Yes,No,Yes,39.9°C,62,Foot and Mouth Disease
Cow,Brown Swiss,0.6,Female,565.4,Eye Discharge,Fever,Fever,Skin Lesions,13 days,Yes,No,No,No,No,Yes,Yes,No,No,40.4°C,117,Foot and Mouth Disease
Cow,Jersey,9.4,Female,695.8,Fever,Nasal Discharge,Vomiting,Coughing,2 days,Yes,No,No,No,No,No,No,No,No,40.7°C,61,Bovine Viral Diarrhea
Dog,Siberian Husky,0.7,Female,21.9,Coughing,Fever,Fever,Weakness,10 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,146,Parvovirus
Cow,Limousin,0.5,Female,534,Skin Lesions,Anemia,Lameness,Labored Breathing,14 days,No,No,Yes,No,No,No,No,No,No,39.2°C,112,Parasitic Infection
Dog,Poodle,5.3,Female,15.1,Coughing,Vomiting,Nasal_Discharge,Nasal Discharge,9 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,72,Canine Distemper
Dog,Labrador,6,Female,37.1,Coughing,Labored Breathing,Skin Lesions,Coughing,10 days,No,No,No,No,No,No,No,No,No,38.5°C,108,Kennel Cough
Cow,Shorthorn,9.4,Male,673.1,Coughing,Dehydration,Nasal Discharge,Anorexia,11 days,Yes,No,No,No,Yes,Yes,No,Yes,Yes,38.4°C,70,Respiratory Disease
Dog,Labrador Retriever,4,Male,24,Skin Lesions,Weakness,Fever,Diarrhea,1 days,No,No,No,Yes,No,No,No,Yes,No,38.8°C,67,Kennel Cough
Dog,Corgi,0.8,Male,13.5,Coughing,Eye_Discharge,Weakness,Vomiting,13 days,No,No,No,Yes,No,No,No,Yes,No,38.9°C,146,Kennel Cough
Cow,Ayrshire,5.5,Male,533.2,Eye Discharge,Rumen Issues,Diarrhea,Fever,1 weeks,Yes,No,No,No,No,Yes,Yes,No,No,39.7°C,75,Foot and Mouth Disease
Dog,Border Collie,0.8,Male,9.8,Labored Breathing,Skin Lesions,Coughing,Diarrhea,4 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,150,Parvovirus
Dog,Akita,7.2,Male,20.7,Eye_Discharge,Nasal_Discharge,Weakness,Eye Discharge,11 hours,No,No,No,Yes,No,No,No,Yes,No,39.0°C,101,Kennel Cough
Dog,Akita,3.6,Male,11.2,Fever,Skin Lesions,Nasal Discharge,Anorexia,9 days,Yes,No,No,Yes,No,No,No,Yes,Yes,39.5°C,111,Canine Distemper
Dog,German Shepherd,7,Male,29.4,Vomiting,Diarrhea,Anorexia,Skin Lesions,9 days,Yes,Yes,Yes,No,No,No,No,No,No,38.4°C,96,Gastroenteritis
Dog,Dachshund,9.9,Female,19.5,Weakness,Loss of Appetite,Coughing,Diarrhea,5 days,No,No,No,No,No,Yes,No,No,No,38.5°C,101,Lyme Disease
Dog,Yorkshire Terrier,8.5,Male,3.7,Lameness,Fever,Fever,Vomiting,7 days,No,No,No,No,Yes,Yes,No,No,No,39.0°C,80,Lyme Disease
Dog,Boxer,0.8,Female,33.7,Fever,Anorexia,Lethargy,Labored Breathing,6 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,146,Parvovirus
Dog,Akita,8.6,Male,38.9,Eye Discharge,Eye_Discharge,Coughing,Labored Breathing,7 days,Yes,No,No,Yes,No,No,No,Yes,No,38.3°C,91,Kennel Cough
Cow,Shorthorn,4.4,Male,483.5,Skin Lesions,Diarrhea,Fever,Coughing,12 days,Yes,No,Yes,No,No,No,No,No,No,39.0°C,66,Parasitic Infection
Dog,Cocker Spaniel,9.8,Female,20.8,Diarrhea,Weakness,Fever,Appetite Loss,1 days,Yes,No,Yes,No,No,No,No,No,No,38.9°C,121,Gastroenteritis
Cow,Hereford,4.3,Female,585.8,Weakness,Coughing,Diarrhea,Dehydration,1 weeks,Yes,No,Yes,Yes,No,No,No,No,No,39.3°C,60,Bovine Viral Diarrhea
Dog,Pit Bull,0.8,Male,22.6,Labored Breathing,Vomiting,Weakness,Lameness,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,153,Parvovirus
Cow,Red Poll,7.9,Female,598.1,Coughing,Eye Discharge,Labored Breathing,Anorexia,14 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.2°C,51,Respiratory Disease
Dog,Labrador Retriever,7.7,Male,25.2,Coughing,Lameness,Anorexia,Vomiting,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.6°C,81,Gastroenteritis
Dog,Dachshund,7.7,Male,21.9,Weakness,Anorexia,Labored Breathing,Coughing,3 days,Yes,No,No,No,No,Yes,No,No,No,38.5°C,61,Lyme Disease
Dog,Akita,4.1,Male,25.4,Lethargy,Vomiting,Eye Discharge,Appetite Loss,17 hours,No,Yes,No,Yes,No,No,No,No,No,38.4°C,104,Gastroenteritis
Dog,Golden Retriever,9.6,Male,35.1,Eye_Discharge,Fever,Nasal Discharge,Nasal_Discharge,10 days,No,No,No,Yes,No,No,No,No,No,39.2°C,92,Kennel Cough
Dog,Border Collie,7.9,Male,8,Skin Lesions,Dehydration,Eye Discharge,Labored Breathing,5 days,Yes,No,No,Yes,No,No,No,No,No,38.6°C,90,Kennel Cough
Cow,Red Angus,4.1,Male,462.2,Labored Breathing,Nasal Discharge,Eye Discharge,Diarrhea,4 days,No,No,Yes,No,No,Yes,No,No,No,39.0°C,72,Parasitic Infection
Cow,Brown Swiss,5.9,Male,524.5,Fever,Coughing,Weakness,Lameness,11 hours,Yes,No,Yes,No,No,No,No,Yes,No,39.0°C,49,Bovine Viral Diarrhea
Cow,Red Angus,6.6,Female,549.8,Diarrhea,Nasal Discharge,Nasal Discharge,Eye Discharge,4 days,No,No,No,Yes,Yes,No,No,Yes,No,39.8°C,74,Respiratory Disease
Dog,Bulldog,2.6,Female,14,Labored Breathing,Fever,Diarrhea,Weakness,16 hours,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,100,Gastroenteritis
Dog,Corgi,0.5,Male,14.1,Anorexia,Lethargy,Diarrhea,Fever,10 days,No,Yes,Yes,No,No,No,No,No,No,39.4°C,130,Parvovirus
Dog,Shih Tzu,0.5,Male,6.1,Labored Breathing,Vomiting,Lethargy,Lameness,4 days,Yes,Yes,Yes,No,No,No,No,No,No,40.2°C,140,Parvovirus
Cow,Belted Galloway,5.8,Female,620.2,Anorexia,Reduced Appetite,Fever,Eye Discharge,13 days,Yes,No,No,No,No,No,No,No,No,40.5°C,62,Mastitis
Dog,Akita,6.5,Female,20,Diarrhea,Nasal Discharge,Eye Discharge,Skin Lesions,10 days,Yes,No,No,Yes,No,No,No,Yes,No,38.6°C,78,Kennel Cough
Cow,Belted Galloway,10.2,Female,538.5,Skin Lesions,Anemia,Nasal Discharge,Vomiting,5 days,Yes,No,No,No,No,No,No,No,No,38.9°C,51,Parasitic Infection
Cow,Brahman,1.7,Male,628.9,Coughing,Fever,Diarrhea,Diarrhea,10 days,Yes,No,Yes,Yes,Yes,No,No,Yes,No,38.8°C,78,Bovine Viral Diarrhea
Dog,Dachshund,11.7,Female,8.8,Diarrhea,Vomiting,Nasal Discharge,Skin Lesions,4 days,Yes,Yes,No,No,No,No,No,No,No,38.4°C,95,Gastroenteritis
Cow,Charolais,4.3,Male,616.1,Anorexia,Reduced Appetite,Labored Breathing,Diarrhea,1 days,Yes,Yes,No,No,No,No,No,No,No,38.7°C,62,Mastitis
Cow,Belted Galloway,5.4,Female,463.8,Labored Breathing,Nasal Discharge,Dehydration,Anemia,13 days,No,No,No,No,No,No,No,No,No,39.0°C,79,Parasitic Infection
Cow,Dexter,11.8,Female,643.4,Nasal Discharge,Nasal Discharge,Vomiting,Labored Breathing,19 hours,Yes,No,No,Yes,Yes,No,No,Yes,No,39.9°C,67,Respiratory Disease
Cow,Guernsey,6.9,Female,557.2,Coughing,Diarrhea,Skin Lesions,Swollen Udder,6 hours,Yes,No,No,No,No,No,No,No,No,40.4°C,82,Mastitis
Dog,Bulldog,0.4,Female,13.9,Lethargy,Fever,Dehydration,Vomiting,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,140,Parvovirus
Dog,Rottweiler,2.5,Male,64.1,Coughing,Dehydration,Skin Lesions,Anorexia,4 days,Yes,No,No,Yes,Yes,No,No,Yes,No,38.8°C,116,Kennel Cough
Cow,Ayrshire,0.8,Male,483.3,Anorexia,Vomiting,Fever,Dehydration,6 days,Yes,No,No,No,No,Yes,No,No,No,39.5°C,101,Foot and Mouth Disease
Dog,Dachshund,6.6,Female,37.7,Nasal Discharge,Vomiting,Anorexia,Skin Lesions,7 days,Yes,Yes,No,Yes,Yes,No,No,Yes,No,39.6°C,101,Canine Distemper
Dog,Cocker Spaniel,0.3,Male,21.1,Anorexia,Diarrhea,Coughing,Labored Breathing,8 hours,Yes,Yes,No,No,No,No,No,No,No,39.5°C,132,Parvovirus
Dog,Boxer,8.9,Male,27.6,Diarrhea,Dehydration,Vomiting,Appetite Loss,14 days,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,109,Gastroenteritis
Dog,Doberman Pinscher,7.8,Male,11.1,Nasal_Discharge,Dehydration,Vomiting,Vomiting,13 days,Yes,Yes,Yes,No,Yes,No,No,Yes,No,40.1°C,120,Canine Distemper
Dog,Beagle,0.3,Female,6.2,Dehydration,Diarrhea,Anorexia,Lethargy,2 weeks,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,139,Parvovirus
Dog,Dachshund,5.5,Female,9.5,Nasal_Discharge,Nasal Discharge,Dehydration,Skin Lesions,4 days,No,No,No,Yes,Yes,No,No,No,No,39.5°C,66,Kennel Cough
Cow,Shorthorn,5.5,Female,641,Diarrhea,Lameness,Eye Discharge,Weakness,6 days,Yes,No,No,No,No,No,Yes,No,No,40.4°C,81,Foot and Mouth Disease
Cow,Brown Swiss,8.3,Male,556.4,Lameness,Vomiting,Coughing,Eye Discharge,4 weeks,Yes,No,No,Yes,No,No,No,Yes,Yes,40.3°C,58,Respiratory Disease
Dog,Poodle,5.1,Female,29.8,Coughing,Nasal_Discharge,Dehydration,Anorexia,2 weeks,Yes,No,No,Yes,Yes,No,No,Yes,No,38.4°C,121,Kennel Cough
Dog,Boxer,4,Male,27.7,Dehydration,Vomiting,Lethargy,Diarrhea,1 days,Yes,Yes,Yes,No,No,No,No,No,No,38.3°C,100,Gastroenteritis
Dog,Doberman Pinscher,2.8,Female,27.9,Skin Lesions,Vomiting,Eye Discharge,Vomiting,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.1°C,106,Gastroenteritis
Dog,Doberman Pinscher,9,Male,19,Vomiting,Eye_Discharge,Anorexia,Coughing,13 days,No,No,No,Yes,Yes,No,No,Yes,Yes,38.5°C,79,Kennel Cough
Dog,German Shepherd,3.2,Female,20.6,Fever,Nasal Discharge,Weakness,Lethargy,13 days,Yes,No,No,No,No,Yes,No,No,No,38.6°C,83,Lyme Disease
Cow,Limousin,10.7,Female,431.3,Nasal Discharge,Eye Discharge,Nasal Discharge,Dehydration,2 days,Yes,No,No,Yes,No,No,No,Yes,No,39.2°C,52,Respiratory Disease
Dog,German Shepherd,2.1,Female,41,Skin Lesions,Vomiting,Weakness,Vomiting,14 days,No,No,Yes,No,No,No,No,No,No,38.5°C,68,Gastroenteritis
Dog,Poodle,9.2,Female,3.2,Lethargy,Fever,Vomiting,Vomiting,14 hours,Yes,Yes,Yes,No,No,No,No,No,Yes,38.9°C,83,Gastroenteritis
Dog,Siberian Husky,6.1,Female,32.1,Diarrhea,Loss of Appetite,Nasal Discharge,Anorexia,14 days,Yes,No,No,No,No,Yes,No,No,No,38.3°C,88,Lyme Disease
Dog,Siberian Husky,2,Female,27.5,Nasal Discharge,Nasal_Discharge,Weakness,Lameness,7 weeks,No,No,No,Yes,Yes,No,No,No,No,39.2°C,90,Kennel Cough
Dog,Corgi,9.1,Male,8.7,Skin Lesions,Labored Breathing,Weakness,Coughing,13 days,No,No,No,Yes,No,No,No,No,Yes,38.5°C,67,Kennel Cough
Cow,Angus,9.6,Female,536.8,Diarrhea,Eye Discharge,Respiratory Signs,Skin Lesions,9 days,Yes,No,Yes,No,No,No,No,No,No,39.5°C,55,Bovine Viral Diarrhea
Cow,Ayrshire,4,Female,543.6,Lameness,Coughing,Anorexia,Diarrhea,11 days,Yes,No,No,No,No,No,No,No,Yes,40.7°C,49,Bovine Viral Diarrhea
Dog,Siberian Husky,9.2,Female,27,Diarrhea,Nasal Discharge,Fever,Lethargy,11 days,No,Yes,Yes,Yes,No,No,No,No,No,39.4°C,117,Gastroenteritis
Dog,Dalmatian,8.6,Male,27.5,Diarrhea,Weakness,Coughing,Fever,3 days,Yes,Yes,No,No,No,No,No,No,No,39.0°C,66,Gastroenteritis
Cow,Shorthorn,0.4,Male,509.5,Weight Loss,Diarrhea,Nasal Discharge,Fever,9 days,Yes,No,Yes,No,No,No,No,No,No,38.6°C,130,Parasitic Infection
Dog,German Shepherd,1.3,Male,28.1,Labored Breathing,Skin Lesions,Diarrhea,Fever,10 days,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.4°C,91,Canine Distemper
Dog,Poodle,0.9,Male,24.1,Weakness,Vomiting,Coughing,Diarrhea,8 days,Yes,Yes,Yes,Yes,No,No,No,No,No,41.1°C,159,Parvovirus
Dog,Shih Tzu,6.2,Female,5.2,Lethargy,Weakness,Skin Lesions,Coughing,11 days,No,Yes,Yes,No,No,No,No,No,No,38.2°C,86,Gastroenteritis
Dog,Husky,0.7,Female,35.7,Fever,Lethargy,Eye Discharge,Vomiting,12 days,Yes,No,No,No,No,No,No,No,No,40.1°C,148,Parvovirus
Cow,Ayrshire,7.3,Male,723.5,Nasal Discharge,Lameness,Dehydration,Skin Lesions,12 days,No,No,No,No,Yes,No,No,No,No,39.0°C,62,Parasitic Infection
Dog,Bulldog,0.6,Male,8.4,Labored Breathing,Weakness,Eye Discharge,Coughing,2 days,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,159,Parvovirus
Cow,Charolais,2.1,Female,625.5,Vomiting,Eye Discharge,Skin Lesions,Respiratory Signs,8 days,Yes,No,Yes,No,No,No,No,No,No,39.6°C,79,Bovine Viral Diarrhea
Dog,Pit Bull,3.8,Male,9,Eye_Discharge,Weakness,Coughing,Eye Discharge,3 days,No,No,No,Yes,No,No,No,No,Yes,38.3°C,81,Kennel Cough
Cow,Angus,8.5,Male,523.5,Anorexia,Fever,Eye Discharge,Diarrhea,1 days,Yes,No,No,Yes,No,Yes,No,No,No,40.0°C,80,Foot and Mouth Disease
Cow,Belted Galloway,1.9,Male,501.3,Anorexia,Fever,Labored Breathing,Skin Lesions,13 days,No,No,Yes,Yes,No,No,No,Yes,No,39.3°C,76,Bovine Viral Diarrhea
Dog,Dalmatian,0.4,Female,24.9,Dehydration,Fever,Diarrhea,Labored Breathing,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,127,Parvovirus
Cow,Shorthorn,8.9,Male,633.6,Respiratory Signs,Eye Discharge,Coughing,Dehydration,12 hours,No,No,Yes,No,No,No,No,Yes,Yes,39.0°C,75,Bovine Viral Diarrhea
Cow,Brahman,11.9,Female,600.2,Nasal Discharge,Eye Discharge,Coughing,Weakness,7 days,No,No,No,Yes,No,No,Yes,Yes,No,39.7°C,66,Respiratory Disease
Dog,Cocker Spaniel,1.7,Female,35.6,Nasal Discharge,Diarrhea,Weakness,Appetite Loss,19 hours,Yes,Yes,Yes,No,No,No,No,No,No,38.4°C,97,Gastroenteritis
Cow,Jersey,7.6,Female,584.8,Coughing,Nasal Discharge,Dehydration,Weakness,2 days,Yes,No,Yes,No,No,No,No,No,No,39.2°C,74,Bovine Viral Diarrhea
Cow,Simmental,2.5,Female,549.3,Labored Breathing,Skin Lesions,Coughing,Diarrhea,12 days,Yes,No,Yes,No,No,Yes,Yes,No,No,40.2°C,81,Foot and Mouth Disease
Cow,Limousin,6.8,Female,469.4,Eye Discharge,Nasal Discharge,Anorexia,Diarrhea,3 days,No,No,No,Yes,No,Yes,No,Yes,No,40.2°C,70,Respiratory Disease
Dog,Golden Retriever,1.7,Male,34.3,Lameness,Vomiting,Eye Discharge,Anorexia,13 days,Yes,No,Yes,No,No,No,No,No,No,37.9°C,65,Gastroenteritis
Dog,Shih Tzu,1.3,Female,3.2,Skin Lesions,Diarrhea,Vomiting,Anorexia,10 days,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,38.5°C,97,Canine Distemper
Cow,Aberdeen Angus,5.9,Male,629.8,Nasal Discharge,Swollen Udder,Dehydration,Weakness,10 days,Yes,No,No,No,No,No,No,No,No,39.8°C,67,Mastitis
